301729,433
301764,142
301724,180
30003042,392
30003045,392
30003044,231
30003043,392
30003013,201
301693,201
301696,142
301699,142
301698,142
301714,201
301768,142
30003015,142
30003018,142
30003020,142
30003038,142
301708,149
30003039,149
30003021,149
30003019,149
30003017,149
301672,149
301671,149
301701,149
301700,149
301692,149
301697,149
301695,165
30003012,224
30003011,229
301578,421
301573,421
30003041,421
301730,421
301763,204
30003051,661
301726,187
301746,38
301747,38
301738,38
301740,38
301745,38
301741,38
301743,38
301756,38
301754,38
301752,38
301753,38
301755,38
301739,38
301749,38
30003001,622
830004111,386
8312697,511
830004014,511
830004008,345
8313551,173
830004113,518
830004118,518
830004119,518
830004121,518
830004123,518
830004099,315
830004096,173
830004093,173
8312738,363
830004436,1325
840004391,1159
840003943,327
840003942,238
840003935,327
840003933,327
840003930,327
840000580,606
840000582,606
840000584,1364
840000585,1450
840002053,173
840002054,173
840002056,668
710002057,476
710002058,476
710002059,571
880002060,571
880002061,571
710000731,596
710000729,596
8812644,872
8812600,769
880000941,176
8812626,864
880000949,864
880000760,774
710000728,247
880000730,247
880000732,238
880002037,670
880002038,574
880002039,479
840002040,479
840002048,369
840002047,369
840002051,1193
840000676,1850
840000583,610
840000581,610
840003931,331
840003932,331
840003934,331
840003941,241
840004390,1152
830004435,1318
830004437,1318
8313612,361
830004092,176
830004094,176
830004095,176
830004098,320
830004124,523
830004122,523
830004120,523
830004117,523
830004114,514
830004112,348
620003221,307
620003225,241
620003226,241
620003193,229
620003207,229
620003204,153
620003201,229
620003199,377
620003197,492
620003097,815
620003098,894
620003099,894
620003102,617
620003105,693
620003106,693
620003112,517
620003267,602
620003268,602
410003270,441
4101209,441
410003280,441
410003283,523
410003581,426
410003580,997
410003578,997
410003576,874
410003573,874
4114525,591
410003437,591
410003396,278
6413982,519
110003393,519
110003391,519
110003389,519
110003387,633
290003359,642
6415339,642
640000471,642
640000469,642
640000468,783
6413475,840
6415347,840
6415301,840
6415311,840
6415281,840
6413480,875
640000452,579
640000506,579
6415321,579
6415298,154
2914587,561
640000436,454
640000433,454
6415317,409
6413617,409
640000504,1232
640000505,588
640000451,883
6415292,848
640000449,848
6413473,848
6413476,848
640000470,647
6415337,647
6415338,647
290003292,647
110003388,525
110003390,525
110003392,525
410003394,278
410003395,278
410003436,589
410003574,862
410003575,862
410003577,862
410003579,983
410003582,863
4114465,867
410003281,440
4114513,440
410003296,440
410003297,440
4114497,598
410003271,598
620003269,598
620003266,598
620003264,598
620003265,598
620003113,525
6201708,698
620003108,622
620003107,622
620003104,622
620003103,622
620003101,622
620003100,891
620003194,891
6201715,617
6201716,538
620003198,494
620003200,387
620003202,230
620003205,154
620003206,230
620003295,230
620003227,230
620003224,230
830004022,113
8313617,113
830004023,113
830004024,113
8313615,113
830004027,113
8313358,113
830004028,113
830004071,436
830004074,436
830004077,544
830004076,544
830004079,544
830004082,544
830003997,531
830003995,531
830003994,531
840003992,531
840000577,396
840000579,279
840000594,1188
710000596,1188
710000599,1188
710000600,889
710000567,1476
710000601,1320
710000602,1255
710000603,1255
710000604,1255
710000605,1375
710000639,1764
710000610,226
710000974,1202
710000975,1255
710000976,1255
7113167,1255
710000977,1255
710000978,1477
710000598,1190
710000597,1190
840000595,1190
840000586,1280
840000578,396
840003991,529
840003993,529
830003996,529
830003998,529
830004081,545
830004080,545
830004075,545
830004078,545
830004073,437
830004072,437
830004029,113
8313357,113
8313359,113
830004026,113
830004025,113
8313616,113
8313444,113
30003239,41
30003238,125
30003242,125
301735,125
30003245,125
30003247,125
30003249,125
30003250,125
30003252,125
301732,125
4101041,125
410003256,125
410003257,125
410003258,125
410003260,289
410003261,289
4114498,289
4114515,289
640000118,199
640000124,366
640000125,366
640000127,366
640000129,366
640000131,366
640000132,276
640000117,146
640000116,146
640000115,146
640000112,146
640000147,117
640000175,247
640000174,247
640000171,439
640000225,757
640000264,735
640000335,659
640000358,579
640000530,50
640000529,252
640000528,59
640000527,132
640000526,205
640000525,78
640000524,179
640000523,155
640000522,226
640000521,131
640000520,130
640000519,220
640000518,183
640000517,289
640000516,323
640000514,76
640000513,234
640000512,350
640000359,646
6415325,646
6413868,646
640000224,758
640000172,566
640000111,249
640000113,147
640000114,147
640000133,278
6415326,366
640000130,366
640000126,366
6415329,366
640000123,366
410000119,199
410000045,290
410000044,290
410003262,290
4114522,290
4101048,126
4101045,126
410003255,126
4101042,126
301733,126
30003253,126
30003251,126
4114475,126
30003248,126
30003246,126
30003243,126
30003241,126
30003237,126
620003091,204
620003088,150
620003085,150
620003095,279
620003093,279
6201703,279
6201740,453
620003109,453
620003110,285
410003587,294
410003591,309
410003607,440
4114500,641
4114441,855
